Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
[No author name available],"Erratum: ""Dialectical interactions: Decoupling and integrating ethics in ethics initiatives,"": Business ethics quarterly 17(2): 217-38",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84944171094&partnerID=40&md5=e2a936b56b50061bc299f42084788ad8",[No abstract available],,
"Béthoux É., Didry C., Mias A.","What codes of conduct tell us: Corporate social responsibility and the nature of the multinational corporation",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33845982920&partnerID=40&md5=d700b67937a9d00dd1f16f60443c5af2","This article examines the corpus of multinationals' codes of conduct on CSR issues which has been collated by the ILO. Through lexical software analysis we identify three main points of reference in CSR codes of conduct: respect for ILO norms, discussion of the company's relationship to society, and reinforcement of its internal discipline and organisation. Surprisingly, the issue of corporate responsibility itself constitutes a small part of the text of the codes. Their main targets are employees, who are charged with a dual task: to ensure the implementation of the principles stated in the codes, and to protect the assets of the company. In a reflexive dimension, codes of conduct help us to understand the key characteristics of the companies which made them. © 2007 Blackwell Publishing Ltd.","Codes of conduct; Corporate social responsibility",
"Sasse C.M., Trahan R.T.","Rethinking the new corporate philanthropy",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33845589575&partnerID=40&md5=779f2a805f4fd433dfeed1690d181045","More than ever, corporations are expected to practice ""citizenship"" by engaging in various community or social philanthropy programs. These corporate social responsibility (CSR) programs have broad appeal among business scholars, business executives, and the public. After first setting some theoretical boundaries for CSR as it relates to the legal and strategic management fields, the authors examine how CSR (both its implementation and expectations) can lead to unintended results, compromising the distinct roles business and government play in market-driven, democratic systems. © 2006 Kelley School of Business, Indiana University.","Corporate citizenship; Corporate social responsibility; Corporate strategy; Social responsibility; Stakeholder theory",
"Bauer R., Derwall J., Otten R.","The ethical mutual fund performance debate: New evidence from Canada",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33846117164&partnerID=40&md5=7372406251979e34dd5ac40c2e00241b","Although the academic interest in ethical mutual fund performance has developed steadily, the evidence to date is mainly sample-specific. To tackle this critique, new research should extend to unexplored countries. Using this as a motivation, we examine the performance and risk sensitivities of Canadian ethical mutual funds vis-à-vis their conventional peers. In order to overcome the methodological deficiencies most prior papers suffered from, we use performance measurement approaches in the spirit of Carhart (1997, Journal of Finance 52(1): 57-82) and Ferson and Schadt (1996, Journal of Finance 51(2): 425-461). In doing so, we investigate the aggregated performance and investment style of ethical and conventional mutual funds and allow for time variation in the funds' systematic risk. Our Canadian evidence supports the conjecture that any performance differential between ethical mutual funds and their conventional peers is statistically insignificant. © Springer Science+Business Media B.V. 2007.","Business ethics; Ethical mutual funds; Mutual fund performance; Performance measurement; Socially responsible investing (SRI)",
"Achterkamp M.C., Vos J.F.J.","Critically identifying stakeholders evaluating boundary critique as a vehicle for stakeholder identification",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33947189515&partnerID=40&md5=544c820267d049ac122aec519fa7a106","Although (the relevance of) stakeholder management receives considerable attention in literature, the problem of actual stakeholder identification is yet unresolved. This article analyses the potential contributions of critical systems thinking to solving this problem. Especially Ulrich's notion of boundary critique, by which he focuses on stakeholder roles and particularly the role of 'the affected', seems a fruitful contribution. By adapting the role definitions towards a project context, including project dynamics, and adding operating instructions, a method has been developed that can be used for actual stakeholder identification in organizational projects. This method is demonstrated on two projects. The results show that this adapted version of boundary critique, which in its original form mainly is used in the context of civil society, is also relevant in an organizational profit-based context. Copyright © 2007 John Wiley & Sons, Ltd.","Actively and passively involved; Critical systems thinking; Stakeholder identification; Stakeholder roles; System of stakeholders","Actively and passively involved; Critical systems thinking; Stakeholder identifications; Stakeholder roles; System of stakeholders; Systems science; Behavioral research"
"Prentice R.A.","Flatland, ethicsland, and legalland",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34447634639&partnerID=40&md5=ddf595b8dfff3d20ded9cce37c69a415","John Hasnas's fine article, ""Up from Flatland: Business Ethics in the Age of Divergence,"" fails in its stated goal of challenging the mainstream business ethics community's methods of analyzing normative issues. However, it achieves what is likely Hasnas's true goal of alerting both business ethicists and managers of the bigger stakes now in play when the federal government indicts employees and seeks their employers' cooperation in establishing the prosecutor's case. While prosecutorial overreaching is a legitimate concern that deserves to be highlighted, it requires no qualitative change in normative ethical analysis. That analysis now involves different inputs (greater stakes for firms and employees), but continues to involve a familiar but complicated weighing of shareholder interests against employee interests and, sometimes, a weighing of both against the requirements of the law. © 2007. Business Ethics Quarterly.",,
"Jones T.M., Felps W., Bigley G.A.","Ethical theory and stakeholder-related decisions: The role of stakeholder culture",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33846647912&partnerID=40&md5=92eda997999e50956aed3f1a81b1a43d","We use convergent elements of major ethical theories to create a typology of corporate stakeholder cultures-the aspects of organizational culture consisting of the beliefs, values, and practices that have evolved for solving problems and otherwise managing stakeholder relationships. We describe five stakeholder cultures-agency, corporate egoist, instrumentalist, moralist, and altruist-and explain how these cultures lie on a continuum, ranging from individually self-interested (agency culture) to fully other-regarding (altruist culture). We demonstrate the utility of our framework by showing how it can refine stakeholder salience theory.",,
"Dunfee T.W.","The world is flat in the twenty-first century: A response to Hasnas",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34447642658&partnerID=40&md5=ed8461a866373e39179d454990695912","Hasnas is correct that ethicists should pay attention to law and be on guard for perverse effects from regulation and legal interpretations that may encourage or require unethical behavior. He is not correct that the business ethics literature assumes that law and ethics consistently pull in the same direction. Analysis of the relationship between law and ethics requires nuanced, in-depth treatment. An example is provided regarding the well-known case of United States v. Park. Ultimately, there is a need for more serious consideration of ethical principles and norms in legal policy making and practice. © 2007. Business Ethics Quarterly.",,
"Pava M.L.","A response to ""getting to the bottom of 'triple bottom line'""",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33846854922&partnerID=40&md5=2cb9781f2215eab60498fd2de2b11920","Wayne Norman and Chris MacDonald launch a strong attack against Triple Bottom Line or 3BL accounting in their article ""Getting to the Bottom of 'Triple Bottom Line'"" (2004). This response suggests that, while limitations to 3BL accounting do exist, the critique of Norman and MacDonald is deeply flawed. © 2007. Business Ethics Quarterly.",,
"Fort T.L.","Business, integrity, and peace: Beyond geopolitical and disciplinary boundaries",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925130073&partnerID=40&md5=ae2ad9cc748aefbfbbb17ab5e2d12d4b","Ethical business behavior has an unexpected payoff: it reduces the likelihood of violence. This insight forms the basis of Business, Integrity, and Peace, first published in 2007. Academic and popular interest in the topics of corporate responsibility and 'peace through commerce' has surged. This book demonstrates that the adoption of generally accepted ethical business practices does not require wholesale changes in corporate governance. It does require, however, the development of more reflexive and self-regulating models of corporate decision-making, drawing upon three strands of existing corporate responsibility approaches: the legal, the managerial, and the aesthetic. Fort introduces the concept of Total Integrity Management, providing an integrative framework that transcends disciplinary boundaries to create ethical corporate cultures, which in turn offer the best opportunity for corporations to become instruments of peace. Business, Integrity, and Peace is an important and provocative work that will appeal to academic scholars, business leaders and policy-makers alike. © Timothy L. Fort 2007 and Cambridge University Press, 2010.",,
"MacDonald C., Norman W.","Rescuing the baby from the triple-bottom-line bathwater: A reply to Pava",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33846889121&partnerID=40&md5=590ca09388aaca09247fbd529b93639e","We respond to Moses Pava's defense of the ""Triple Bottom Line"" (3BL) concept against our earlier criticisms. We argue that, pace Pava, the multiplicity of measures (and units of measure) that go into evaluating ethical performance cannot reasonably be compared to the handful of standard methods for evaluating financial performance. We also question Pava's claim that usage of the term ""3BL"" is somehow intended to be ironical or subversive. © 2007. Business Ethics Quarterly.",,
"Laufer W.S.","Law, ethics, and divergent rhetoric",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34447626051&partnerID=40&md5=eeafcc61f6d394083e07214f8fef9b8f","This response to Professor Hasnas recasts the apparent divergence between the legal and ethical obligations of managers in light of the rhetorical claims and counterclaims that accompany the interaction between regulators and the regulated. It is argued that this divergence is more apparent than real, and that the convincing but often empty rhetorical statements that accompany reforms should be seen in context and largely disregarded. This rhetoric is designed to claim integrity, and reclaim legitimacy with the hope that "" burdensome"" reforms will be minimized. © 2007. Business Ethics Quarterly.",,
"Warren D.E.","Corporate scandals and spoiled identities: How organizations shift stigma to employees",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34447619485&partnerID=40&md5=f5ff88612a9b1cd590634df1ea7bd2f2","I apply stigma-management strategies to corporate scandals and expand on past research by (a) describing a particular type of stigma management strategy that involves accepting responsibility while denying it, (b) delineating types of stigma that occur in scandals (demographic versus character), and (c) considering the moral implications of shifting stigmas that arise from scandals. By emphasizing the distinction between character and demographic stigma, I make progress in evaluating the moral implications of shifting different types of stigma. © 2007. Business Ethics Quarterly.",,
"Hess D.","Social reporting and new governance regulation: The prospects of achieving corporate accountability through transparency",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34447645264&partnerID=40&md5=c20fc1de02c9435b48e7a27f956b2ec0","This paper argues that social reporting can be an important form of New Governance regulation to achieve stakeholder accountability. Current social reporting practices, however, fall short of achieving stakeholder accountability and actually may work against it. By examining the success and failures of other transparency programs in the United States, we can identify key factors for ensuring the success of social reporting over the long term. These factors include increasing the benefits-to-costs ratios of both the users of the information and the disclosers, and recognizing the importance of the involvement of third-party intermediaries. © 2007. Business Ethics Quarterly.",,
"Arnold D.G., Bowie N.E.","Respect for workers in global supply chains: Advancing the debate over sweatshops",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33846851779&partnerID=40&md5=dde32fa762a368e7bf3c988c320ead74","In ""Sweatshops and Respect for Persons"" we argued on Kantian grounds that managers of multinational enterprises (MNEs) have the following duties: to adhere to local labor laws, to refrain from coercion, to meet minimum health and safety standards, and to pay workers a living wage. In their commentary on our paper Sollars and Englander challenge some of our conclusions. We argue here that several of their criticisms are based on an inaccurate reading of our paper, and that none of the remaining criticisms successfully challenge our main arguments. By highlighting the shortcomings of their arguments we hope to advance discussion of the ethical treatment of workers in global supply chains. © 2007. Business Ethics Quarterly.",,
"Sollars G.G., Englander F.","Sweatshops: Kant and consequences",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33846868184&partnerID=40&md5=e47c0342761046a90ca6cfddfc8e9a30","Arnold and Bowie (2003) attempt to derive ethical constraints on the actions of the managers of multinational enterprises (MNEs), or the MNEs themselves, from a Kantian perspective. We contest Arnold and Bowie's claims regarding MNE duties, in particular that MNEs have a duty to pay a subsistence wage above market levels. We conclude that even within Arnold and Bowie's Kantian framework such a duty does not properly emerge. In addition, we argue that the account of coercion used by Arnold and Bowie does not serve their purposes. Arnold and Bowie address consequentialist issues by arguing that their conclusions are not undercut by economic considerations regarding unemployment. We argue that Arnold and Bowie have misread the economic literature in this regard. © 2007. Business Ethics Quarterly.",,
"Stansbury J., Barry B.","Ethics programs and the paradox of control",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34248343824&partnerID=40&md5=e776ee4dab52138d8e6affb1d45a75a9","We analyze corporate ethics programs as control systems, arguing that how control is exercised may have pernicious consequences and be morally problematic. In particular, the control cultivated by ethics programs may weaken employees' ability and motivation to exercise their own moral judgment, especially in novel situations. We develop this argument first by examining how organization theorists analyze control as an instrument of management coordination, and by addressing the political implications of control. We discuss coercive and enabling control as variations that help account for the distinction between compliance-based ethics programs and values-based ethics programs. We then explore three potential drawbacks of ethics programs: the specter of indoctrination, a politicization of ethics, and an atrophy of competence. Ethics programs that rely on coercive control may undermine their own effectiveness at stemming misbehavior. © 2007. Business Ethics Quarterly.",,
"Hsieh N.-H.","Maximization, incomparability, and managerial choice",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34447629173&partnerID=40&md5=9b20bfe249dde617bf2825c6f3d74349","According to one prominent view of rationality, for the choice of alternative to be justified, it must be at least as good as other alternatives. Michael Jensen has recently invoked this view to argue that managers should act exclusively to maximize the long-run market value of economic enterprises. According to Jensen, alternative accounts of managerial responsibility, such as stakeholder theory, are to be rejected because they lack a single measure to compare alternatives as better or worse. Against Jensen's account, this paper argues that choosing the alternative that is at least as good as other alternatives need not preclude managers from respecting considerations in addition to long-run market value. The paper argues that such considerations may be incorporated into managerial decision-making by introducing constraints and priorities into the process of maximizing long-run market value and by allowing for ""clumpy"" values. © 2007. Business Ethics Quarterly.",,
"Smith N.C., Simpson S.S., Huang C.-Y.","Why managers fail to do the right thing: An empirical study of unethical and illegal conduct",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-35649002629&partnerID=40&md5=f82c24c202d762696713c16c008cecca","We combine prior research on ethical decision-making in organizations with a rational choice theory of corporate crime from criminology to develop a model of corporate offending that is tested with a sample of U.S. managers. Despite demands for increased sanctioning of corporate offenders, we find that the threat of legal action does not directly affect the likelihood of misconduct. Managers' evaluations of the ethics of the act, measured using a multidimensional ethics scale, have a significant effect, as do outcome expectancies that result from being associated with the misconduct but not facing formal sanctions. The threat of formal sanctions appears to operate indirectly, influencing ethical evaluations and outcome expectancies. Obedience to authority also affects illegal intentions, with managers reporting higher prospective offending when they are ordered to engage in misconduct by a supervisor. © 2007. Business Ethics Quarterly.",,
"Zwolinski M.","Sweatshops, choice, and exploitation",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-35648957281&partnerID=40&md5=b2bac6705ad6f37231d070c0b81abf15","This paper argues that sweatshop workers' choices to accept the conditions of their employment are morally significant, both as an exercise of their autonomy and as an expression of their preferences. This fact establishes a moral claim against interference in the conditions of sweatshop labor by third parties such as governments or consumer boycott groups. It should also lead us to doubt those who call for MNEs to voluntarily improve working conditions, at least when their arguments are based on the claim that workers have a moral right to such improvement. These conclusions are defended against three objections: 1) that sweatshop workers' consent to the conditions of their labor is not fully voluntary, 2) that sweatshops' offer of additional labor options is part of an overall package that actually harms workers, 3) that even if sweatshop labor benefits workers, it is nevertheless wrongfully exploitative. © 2007. Business Ethics Quarterly.",,
"Hess D., Dunfee T.W.","The Kasky-nike threat to corporate social reporting: Implementing a standard of optimal truthful disclosure as a solution",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33846868669&partnerID=40&md5=891bd71bea4ae15cc1706cbcbf13d8d2","In the recent case of Nike v. Kasky both sides argued that their standard for distinguishing commercial speech from political speech would create the better policy for ensuring accurate and complete disclosure of social information by corporations. Using insights from information economics, we argue that neither standard will achieve the policy goal of optimal truthful disclosure. Instead, we argue that the appropriate standard is one of optimal truthful disclosure - balancing the value of speech against the costs of misinformation. Specifically, we argue that an SEC-sanctioned safe harbor available under a closely supervised system for social reporting will bring about optimal truthful disclosure. The scheme is intended to enhance stakeholder confidence in corporate social and political commentary, while at the same time encouraging corporations to provide accurate information in a fair playing field of public debate. © 2007. Business Ethics Quarterly.",,
"Williams C.C., Ryan L.V.","Courting shareholders: The ethical implications of altering corporate ownership structures",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-35648992052&partnerID=40&md5=097fd83d730d40463fdbbfe911f320ce","The relationship between corporate executives and shareholders has riveted the attention of business ethicists since the inception of the field. Most ethicists agree that corporate executives owe their investors the duties of loyalty, candor, and care. These fiduciary duties undergird the promises made to shareholders at the time of incorporation, placing on executives moral obligations to engage in fair dealing and to avoid conflicts of interest. We concur that executives owe all of their existing shareholders both promise-keeping and fiduciary duties and argue that some corporate executives violate these responsibilities by attempting to withhold information from or limit information to some shareholders while courting others. We analyze the ethical implications of six techniques and tools that executives use to attract certain types of shareholders while deterring others. We conclude with recommended structural and behavioral changes to these current managerial and investor practices. © 2007. Business Ethics Quarterly.",,
"Jovanovic S., Wood R.V.","Dialectical interactions: Decoupling and integrating ethics in ethics initiatives",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34248355971&partnerID=40&md5=d7be947bc4553f3e148d43cd644a62d5","Evidence abounds that when ethics initiatives are decoupled from the actual work of organizations, ethics policies may become little more than ""window dressing"" (Weaver, Trevino, and Cochran 1999; Collen and Gonella 2002). We found, however, an unexpected, positive feature of decoupling in the study of a local government; namely, when organizational members engage in discussions that turn away from the letter of an ethics code they often do so to address higher ethical principles embedded in the spirit of the code. The decoupled understanding of the code in these cases becomes a symbolic, legitimating gesture grounded not in strict provisions but in creative and complex interactions. This counterintuitive explanation of decoupling capitalizes on discourse that evolves from a legalistic interpretation to rich discussions that value the multiplicity of voices within organizational life. What follows is that ethical decision making emerges as creative, dynamic, and responsive to its constituents. © 2007. Business Ethics Quarterly.",,
"Painter-Morland M.","Defining accountability in a network society",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34447623528&partnerID=40&md5=40a01362a16c6bc4694d1eb9b63428f6","This paper challenges some of the basic epistemological assumptions that underpin our current conceptions of accountability. Recent legislative developments like Sarbanes-Oxley attempt to enhance accountability in the business environment through the employment of checks and balances and the threat of individual liability. This kind of legalistic strategy still seems to assume the existence of an individual agent who employs moral principles to come to decisions in a deliberate, impartial manner. This paper will emphasize that moral decision-making often does not take place in this manner, but is rather a tacit process of sensing what the appropriate behavior would be. Accountability, both with respect to individuals and organizations, is less a matter of ""accounting for"" a set of concrete assets, than a question of being accountable to a set of internal and external stakeholders, or in terms of the tacit sense of moral propriety that develops among business associates and colleagues over time. © 2007. Business Ethics Quarterly.",,
"Boatright J.R.","Reluctant guardians: The moral responsibility of gatekeepers",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-35649011014&partnerID=40&md5=7546368173b99e5259ec935ad7faaa37","Intermediaries, such as accountants, lawyers, and bankers, are gatekeepers, which are parties whose cooperation is necessary for corporations to function and who, by withholding cooperation, are able to prevent significant corporate misconduct. The recent scandals at Enron and other corporations were due, in part, to failures by gatekeeper institutions. However, intermediaries exist primarily to provide for-fee services and not specifically to detect and deter misconduct. Insofar as these institutions are gatekeepers or guardians, they serve reluctantly. Hence the question: What is the responsibility of intermediaries to act as gatekeepers? This article argues that the appropriate moral, as well as legal, principle for justifying responsibility in a gatekeeper role is cost effectiveness. This conclusion is reached by means of a hypothetical exercise called the investors' bargain in which investors - who bear the costs and receive the benefits of intermediaries' gatekeeper role - are asked to choose the best means of protecting their interests. © 2007. Business Ethics Quarterly.",,
"Barry B.","The cringing and the craven: Freedom of expression in, around, and beyond the workplace",2007,"http://www.scopus.com/inward/record.url?eid=2-s2.0-34248573036&partnerID=40&md5=1be36ad86ded296cd6a85fb4def705a5","Work is a place where many adults devote significant portions of their waking lives, but it is also a place where civil liberties, including freedom of speech, are significantly constrained. I examine the regulation and control of expressive activity in and around the workplace from legal, managerial, and ethical perspectives. The focus of this article is on workplace freedom of expression: the ability to engage in acts of expression at or away from the workplace, on subjects related or unrelated to the workplace, free from the threat of discipline or discharge. I present a taxonomy of workplace-relevant acts of expression, describe the present legal status of workplace expression, review and integrate theoretical perspectives on free speech, drawn mainly from legal theory and philosophy, and critically assess the state of freedom of expression in the workplace, arguing that it is excessively and unnecessarily limited in both law and management practice. © 2007. Business Ethics Quarterly.",,
