Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Fassin Y., Van Rossem A., Buelens M.","Small-Business Owner-Managers' Perceptions of Business Ethics and CSR-Related Concepts",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78751570890&partnerID=40&md5=5b31a96393a4bf79d1fd873b39df8fda","Recent academic articles point to an increased vagueness and overlap in concepts related to business ethics and corporate responsibility. Further, the perception of these notions can differ in the small-business world from the original academic definitions. This article focuses on the cognition of small-business owner-managers. Given the impact of small-business owner-managers on their ventures, corporate responsibility and ethical issues can take a different route in SMEs. The small-business owner-manager is able to shape the corporate culture and to enact values other than profit. Adopting a cognitive perspective, we have identified how the small-business owner-manager makes sense of notions linked to corporate social responsibility (CSR) and business ethics. The concept of sensemaking has recently been applied to CSR (Basu and Pallazzo, 2008; Cramer et al., 2006). Applying a cognitive perspective to small-business owners may help in explaining specific phenomena found within small-business ownership. For this research, the Repertory Grid Technique (RGT) is used, a method that has not previously been widely applied in the business and society field. Our findings to an extent invalidate the confusion in terminology found in the academic literature. Small-business owner-managers, pragmatically and rather clearly, differentiate among the various concepts related to corporate responsibility and business ethics but, at the same time, they recognise the interrelationships and interdependencies of these concepts. These findings contribute to a better understanding of how small-business owners think and integrate corporate responsibility and ethical issues into their decision-making. © 2010 Springer Science+Business Media B.V.","business ethics; cognition; corporate governance; corporate social respon- sibility; entrepreneur; family business; perception; Repertory Grid Technique; sensemaking; small business; SME",
"Stiglbauer M.","Strategic stakeholder management by corporate social responsibility: Some conceptual thoughts",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84887365776&partnerID=40&md5=4e22c63d32e9b77c2683aad126c37749","The sustainability and responsibility of corporate strategic management has become an important issue in recent years, not only against the background of the current financial and economic crisis. Companies are expected not only to succeed economically but also ecologically and socially. Companies can use the issue of corporate responsibility to capture new markets and opportunities. But new requirements arise. Thus, stakeholders may exert pressure on companies to assume social responsibility, whereas executives shall lead by example. This paper tries to assess possiblities to meet stakeholder expectations towards companies by implementing corporate social responsibility concepts. We identify primary and secondary stakeholders of companies by using salience theory and try to give conceptual answers how the well-known concept of Caroll’s corporate social responsibility pyramid my help to improve the current situation and to take top management and supervisory boards into account to establish a change of focus on corporate social responsibility not just as a hot topic. © 2011, Virtus Interpress. All rights reserved.","Corporate social responsibility; Management; Stakeholders",
"Liyamin, Tongqiaoyi","RETRACTED ARTICLE: The strategy of reverse logistics and implementation value analysis",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79960388714&partnerID=40&md5=5c7922a687e14a60430b036e0a6345d5","Reverse logistics is the product ""from producer to consumer"" as an extension prior to the logistics process. As market competition intensifies, more and more important concept of customer service, and to this is increasing the amount of return and the importance of increased returns processing. On the reproduction of the reverse logistics, recycling and other management operations have a significant role in the smooth implementation. Reverse Logistics is the biggest challenge in business and society to its lack of sufficient awareness and attention, lack of information system and the importance of reverse logistics are not in the reverse logistics management has become the two biggest obstacles. In this paper, the value of reverse logistics analysis, reverse logistics business implementation strategy. Stressed the reverse logistics operation a direct impact on corporate social reputation in the public image and reputation, product quality assessment, customer service levels, costs and benefits of corporate management. © 2011 IEEE.","implementation strategy; reverse logistics; value analysis","Competition; Electronic commerce; Government data processing; Information management; Value engineering; Corporate management; Costs and benefits; Customer service levels; Customer services; Direct impact; Implementation strategies; Logistics process; Management operation; Market competition; Product quality; Public image; Reverse logistics; Logistics"
"Strugatch W.","Turning values into valuation: Can corporate social responsibility survive hard times and emerge intact?",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78650210283&partnerID=40&md5=dc026b4bec95a2ca7880673c9ae7706c","Purpose: This article aims to explore the recent evolution of corporate social responsibility (CSR) from fringe philosophy to corporate buzzword. Design/methodology/approach: For the period 2008 to mid-2009, the author surveyed articles in mainstream media and business periodicals focusing on corporate social responsibility; reviewed polls for methodology and results; searched press releases for mention of corporate social responsibility; and interviewed professionals employed in the field. The author sought quantifiable examples of corporate financial support for programs in light of the recessionary economy. The author also looked to define today's corporate social responsibility as a philosophy reflecting the values of environmentalism, corporate transparency, community investment, diversity programs and other social benefits. Findings: CSR is a wide-ranging global movement advocating good corporate citizenship through such values as sustainability, corporate transparency, business ethics, workforce diversity, philanthropy, quality, service to community and workforce education. Even as corporations shed costs by the billions, CSR programs are thriving. The reasons are complex, but involve the conflation of CSR with environmentalism, and the apparent genuineness of corporate executives' commitment to its principles. Research limitations/implications: Research found fewer in-depth articles on the topic than might be expected, particularly articles providing or examining hard data. Practical implications: For those seeking to develop, sustain or evaluate a corporate social responsibility program, this article offers context, insight, and caution. Originality/value: The article suggests there is resilience to corporate social responsibility, in light of the durability it has shown in the current economic downturn. © Emerald Group Publishing Limited.","Cause marketing; Citizenship; Corporate social responsibility; Economic cycles; Economic sustainability",
"Crittenden V.L., Crittenden W.F., Ferrell L.K., Ferrell O.C., Pinney C.C.","Market-oriented sustainability: A conceptual framework and propositions",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78650974937&partnerID=40&md5=0136c6700ee2709fac05494766ef8382","Utilizing Resource-Advantage Theory as the underlying theoretical foundation and drawing on literature from a variety of disciplines, we develop a market-oriented sustainability framework. By incorporating sustainability into market orientation, the goal of strategic alignment of sustainability with marketing strategies is achieved to create a competitive advantage. Three constructs identified in the model are DNA, stakeholder involvement, and performance management. These three constructs are the drivers of sustainability. DNA is used as an extended metaphor to clarify and illustrate the workings of an organization and how sustainability may be implemented. This construct includes core ideology, dynamic capabilities, and societal engagement. The firm's DNA is communicated to both internal and external stakeholders, and stakeholders' concerns should be an influence on strategic marketing planning. Performance management is the third major construct in the model and includes corporate social performance and corporate financial performance metrics. Within the model explication, we offer propositions to support market-oriented sustainability research and provide directions for sustainability theory, research, and practice. © 2010 Academy of Marketing Science.","Corporate social responsiblity; Market orientation; Marketing strategy; Resource-Advantage Theory; Sustainability",
"Dobos N.","Non-Libertarianism and Shareholder Theory: A Reply to Schaefer",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78651258586&partnerID=40&md5=673192ae6ae1eb19da7964be1f0a0ed0","Libertarianism and the shareholder model of corporate responsibility have long been thought of as natural bedfellows. In a recent contribution to the Journal of Business Ethics, Brian Schaefer goes so far as to suggest that a proponent of shareholder theory cannot coherently and consistently embrace any moral position other than philosophical libertarianism. The view that managers have a fiduciary obligation to advance the interests of shareholders exclusively is depicted as fundamentally incompatible with the acknowledgement of natural positive duties - duties to aid others that have not been acquired by some prior commitment or transaction. I argue that Schaefer is mistaken. Positive duties are incompatible with the shareholder model only if we must contribute to their fulfilment in the corporate context; only if we have some reason to think that it is not possible or not permissible to discharge these obligations entirely in our private lives or through our various other roles and capacities. But we have no good reason to accept this. I argue that individuals are presumptively free to decide how and when to discharge their positive duties, and that buying shares does not cause this presumption to lapse. Hence a non-libertarian moral theory can be held without incoherence by a proponent of the shareholder model. © 2010 Springer Science+Business Media B.V.","aid; corporate social responsibility; libertarianism; positive duties; shareholder theory",
"Renouard C.","Corporate Social Responsibility, Utilitarianism, and the Capabilities Approach",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78650214351&partnerID=40&md5=6575ece3cbf32f76b2713e8866831854","This article explores the possible convergence between the capabilities approach and utilitarianism to specify CSR. It defends the idea that this key issue is related to the anthropological perspective that underpins both theories and demonstrates that a relational conception of individual freedoms and rights present in both traditions gives adequate criteria for CSR toward the company's stakeholders. I therefore defend ""relational capability"" as a means of providing a common paradigm, a shared vision of a core component of human development. This could further lead to a set of indicators aimed at assessing corporate social performance as the maximization of the relational capability of people impacted by the activities of companies. In particular, I suggest a way of evaluating the contribution of extractive companies to the communities close to their industrial sites in extremely poor areas, not from the viewpoint of material resources and growth, but from the viewpoint of the quality of the social environment and empowerment. © 2010 Springer Science+Business Media B.V.","capabilities approach; corporate social responsibility; Mill; Nussbaum; relational capability; Sen; utilitarianism",
"Hong W.","RETRACTED ARTICLE: Research on the corporate social responsibility performance index under the low carbon economy - From the case analysis of CNPC",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79960426930&partnerID=40&md5=e8cd764cde720595b75a905ab63162d8","It is the inevitable choice for the whole world to develop low carbon economy in the 21st global warming century. From the case analysis of China National Petroleum Corporation (CNPC), this paper focuses on the corporate social performance index of China oil industry under the low carbon economy with the aim to promote energy saving and emission reduction, increase the energy use efficiency and realize corporate international competitiveness by means of higher standard. Based on the CNPC Corporate Social Responsibility (CSR) Report from 2006 to 2008, it coordinates its current CSR performance index system. Furthermore, it conducts the comparison between CNPC CSR 2008 Report and BP Sustainability Review 2008. Finally, it suggests some important additional performance indexes for CNPC in the green house gas emission reduction, and the government corresponding strategies as well. © 2011 IEEE.","China National Petroleum Corporation (CNPC); Corporate social responsibility (CSR); Low carbon economy; Performance index","Competition; Electronic commerce; Global warming; Government data processing; Greenhouse gases; Petroleum industry; Case analysis; China national petroleum corporations; Corporate social responsibility; Emission reduction; Energy-use efficiency; Greenhouse gas emission reduction; International competitiveness; Low carbon economy; Oil industries; Performance indices; Gas emissions"
"Gilbert D.U., Rasche A., Waddock S.","Accountability in a global economy: The emergence of international accountability standards",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79951548850&partnerID=40&md5=3f5456647300e1adb56574d8a454f448","This article assesses the proliferation of international accountability standards (IAS) in the recent past. We provide a comprehensive overview about the different types of standards and discuss their role as part of a new institutional infrastructure for corporate responsibility. Based on this, it is argued that IAS can advance corporate responsibility on a global level because they contribute to the closure of some omnipresent governance gaps. IAS also improve the preparedness of an organization to give an explanation and a justification to relevant stakeholders for its judgments, intentions, acts and omissions when appropriately called upon to do so. However, IAS also face a variety of problems impeding their potential to help address social and environmental issues. The contribution of the four articles in this special section is discussed in the context of standards' problems and opportunities. The article closes by outlining a research agenda to further develop and extend the scholarly debate around IAS. © 2011 Business Ethics Quarterly.",,
"Pitelis C.N., Keenan J., Pryce V.","Green business, green values, and sustainability",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920383257&partnerID=40&md5=d440372d5219bfd1f3e3962dec0533f2","Today greenness is goodness; non-greenness is not an option. It is therefore critical to advance thinking on why and how business, consumers and policy makers can contribute to the goal of sustainable global wealth creation. This volume analyzes the strategic sustainability issues confronting contemporary business, and explores the transformation in values, strategies, and practices needed by modern businesses to attain sustainable business. It is is developed from a Global Business Symposium organized by the Centre for International Business and Management (CIBAM) at Cambridge University in February 2009, which brought together leading academics, scientists and engineers, government leaders, and business executives to consider the transformation in business values and strategies implicit in sustainability. Green Business, Green Values and Sustainability offers a concise and definitive book on the green transformation of business in major sectors including government, finance, energy, and retail. Different solutions to sustainability are explored including ethical approaches, alternative environmental strategies, corporate responsibility, and carbon reductions. © 2011 Taylor & Francis.",,
"Zhong X.","RETRACTED ARTICLE: Shape the future from today Reflections on business ethics teaching in Chinese MBA programs",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80052166912&partnerID=40&md5=65a7714b7bbb46d36cb85b47c868af64","Many Chinese business schools now include identifiable business ethics components, either as specific courses or as part of an ethics-across-the- curriculum approach. This paper examines the various reasons for the teaching of business ethics, addresses the challenges business schools are facing and recognizes the importance of business ethics teaching in MBA programs and suggestions on how to teach business ethics are offered. © 2011 IEEE.","business ethics; corporate scandal; corporate social responsibility; ethical behaviour","Curricula; Teaching; Business ethics; Business schools; corporate scandal; Corporate social responsibility; ethical behaviour; Philosophical aspects"
"Grosu M.","The public policies on CSR in the EU and the development of corporate responsibility in Romania",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84905108218&partnerID=40&md5=a88a0650d12b884ff9040e40d2dad9a8","In recent years, a new category of responsibilities raise companies' interest. It is usually about companies operating globally. We talk about Corporate Social Responsibility (CSR), viewed as the sum of liabilities of companies that contribute to the development of the modern society. The premise of CSR aims to harmonize economic, social and environmental issues. Corporate Social Responsibility (CSR) is a necessary counterpart of the impetus to make Europe more competitive. A responsible business conduct is crucial to (re)building of confidence in the market economy and openness to international markets, especially in this period affected by the economic and financial crisis. This study aims to present in a progressive EU actions regarding CSR and the implications on the policies of Member States, focusing on Romania's attitude in this direction. © 2011 International Business Information Management Association.","Corporate governance; Corporate social responsibility; European union; Member states; National public policies","Economics; Information management; International trade; Public policy; Business conduct; Corporate governance; Corporate responsibility; Corporate social responsibilities (CSR); European union; International markets; Member states; Social and environmental; Economic and social effects"
"Evans W.R., Goodman J.M., Davis W.D.","The impact of perceived corporate citizenship on organizational cynicism, OCB, and employee deviance",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78951477267&partnerID=40&md5=5bf69b72cf3108b329ec34a91ff0c160","This study examines the effects of corporate citizenship at the individual employee level. Four distinct contributions beyond the existing literature are offered. First, the relationship between perceived corporate citizenship (PCC) and employee organizational citizenship behavior (OCB) is further clarified. Second, the negative job behavior of employee deviance is considered as an outcome. Third, the attitude of organizational cynicism is positioned as a mediator of the relationships between PCC and the job related behaviors ofOCBand employee deviance. Fourth, we disaggregate the PCC measure and explore its relationships with organizational cynicism,OCBand employee deviance. Findings illustrate that the four separate dimensions of PCC have differential relationships with the outcome variables. © Taylor & Francis Group, LLC.",,
"Rasche A.","Corporate responsibility standards",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84925612521&partnerID=40&md5=bc6683b65d8c252c845651f884bdfc0e","Goals of this chapter. After studying this chapter you will be able to: Understand the emerging standard infrastructure of corporate responsibility; distinguish auditing, reporting, and principle-based initiatives; develop insights into key selected standards; understand the criticisms of corporate responsibility standards based on Derridian philosophy; learn about the aporia of rule-following and the aporia of decision-making in relation to corporate responsibility standards; develop insights into how to apply standards despite their aporetic nature. Introduction. Despite its enormous success as a concept, corporate responsibility always faces the challenge of implementation on the ground. Waddock, for instance, defines corporate responsibility as ‘the strategy and operating practices a company develops in operationalizing its relationships with and impacts on societies, stakeholders, and the natural environment’. Inevitably, such definitions beg the question of how do we change corporations’ strategies and operational practices? What are the relevant issues and how are these issues addressed? While each company needs to find its own way in ‘managing’ its responsibilities, guidance is also provided by so-called corporate responsibility standards (e.g., the Global Reporting Initiative, Social Accountability 8000, the Fair Labor Association Workplace Code, and the UN Global Compact). Although these initiatives differ very much in their aim, scope, and operational procedures, they all recognize the essential role that business plays in building sustainable societies. © Mollie Painter-Morland and René ten Bos 2011.",,
"Houxing T.","RETRACTED ARTICLE: Knowledge diffusion based on social relationship network",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79960417481&partnerID=40&md5=eaebb906264c39b490328a33c943909d","The process of knowledge diffusion is a decision-making process through which information about knowledge move from one adopter to another, and then the adopters assess the value of knowledge to decide that whether accept it or not. Due to the cognitive ambiguity about new knowledge, the social relation network will play a very important role for the potential adopters' decision-making. So, based on social relationship network and utility threshold function, a new model is proposed to study how these factors such as social structural level, social word-of-mouth and social credit level affect the speed and extent of knowledge diffusion. Simulation results indicated that: Firstly, the higher the social structural level is, the higher the speed and extent of knowledge diffusion is, Secondly, the negative effect of word-of-mouth will slow down the speed and extend of diffusion. The more the adopters with negative word-of-mouth are, the greater the trend will be. Thirdly, not considering the cost of rebuilding the relation between different agents, the fixed relation structure with high credit will lead to incomplete diffusion. On the contrary, the unsteady relation structure with low credit will make full diffusion because of its more flexible information acquisition. © 2011 IEEE.","Knowledge Diffusion; Simulation; Social Relation Network; Speed and Extent of Diffusion; Threshold Model","Decision making; Electronic commerce; Government data processing; Social aspects; Credit level; Decision making process; Information acquisitions; Knowledge diffusion; New model; Simulation; Simulation result; Social relations; Social relationships; Threshold functions; Threshold model; Diffusion"
"Chen C.-T., Gong C.-Y.","RETRACTED ARTICLE: Thinking pattern and its blockdiagram for social management systems engineering",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80053291917&partnerID=40&md5=6c66776d8ea80bce973bf6e5e47a4c92","First characteristic of social management systems engineering and current situation about social management in China is investigated. Further the systems thinking pattern is researched including its connotation, meaning and the characteristic. Finally the connotation system of thinking pattern for social management systems engineering together with its constructing method is proposed consists of systems thinking angle, systems thinking object, systems thinking approach, systems thinking principle and systems thinking effect, etc. © 2011 IEEE.","Connotation system; Social management; Systems engineering; Systems thinking; Systems thinking pattern","Artificial intelligence; Electronic commerce; Management science; System theory; Systems engineering; Block diagrams; Connotation system; Current situation; Social management; Systems thinking; Systems thinking pattern; Management"
"Ciulla J.B.","Is business ethics getting better? A historical perspective",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79955709619&partnerID=40&md5=97b6503f3581a80ebabb60ab18fe6d15","This address uses the question ""Is business ethics getting better?"" as a heuristic for discussing the importance of history in understanding business and ethics. The paper uses a number of examples to illustrate how the same ethical problems in business have been around for a long time. It describes early attempts at the Harvard Business School to use business history as a means of teaching students about moral and social values. In the end, the author suggests that history may be another way to teach ethics, enrich business ethics courses, and develop the perspective and vision in future business leaders. © 2011 Business Ethics Quarterly.",,
"Crane A., Gilbert D.U., Goodpaster K.E., Miceli M.P., Moore G., Reynolds S.J., Schminke M., Waddock S., Weaver G.R., Wicks A.C.","Comments on BEQ's twentieth anniversary forum on new directions for business Ethics research",2011,"http://www.scopus.com/inward/record.url?eid=2-s2.0-79951533815&partnerID=40&md5=8c01958d84fe2e7592d4b4e31cfc0f50","In 2010, Business Ethics Quarterly published ten articles that considered the potential contributions to business ethics research arising from recent scholarship in a variety of philosophical and social scientific fields (strategic management, political philosophy, restorative justice, international business, legal studies, ethical theory, ethical leadership studies, organization theory, marketing, and corporate governance and finance). Here we offer short responses to those articles by members of Business Ethics Quarterly's editorial board and editorial team. © 2011 Business Ethics Quarterly.",,
