Authors,Title,Year,Link,Abstract,Author Keywords,Index Keywords
"Dunham L.M., Washer K.","The Ethics of Hedging by Executives",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84870386588&partnerID=40&md5=1afaf4dd24667a346e1fdaef08de4460","Executives of many publicly held firms agree to compensation packages that create immense exposure to their employer's stock. Corporate boards, aspiring to motivate executives to make value-maximizing decisions, often tie an executive's earnings to stock price performance through stock or option awards. However, this engenders a significant ethical dilemma for many executives who are uncomfortable with sizable, firm-specific risk and desire to reduce it through hedging activities. Recent research has shown that executive hedging has become more prevalent. In essence, managers are unwinding the acute economic incentive to act in the best interest of the owners. This appears to violate the spirit of the compensation contract and from a normative standpoint, is not how executives should act. In this article, we describe how some executives are acting in regard to this issue (descriptive ethics), how they should act (normative ethics) and how they can be helped to get from what they are doing, to what they should be doing (prescriptive ethics). © 2012 Springer Science+Business Media B.V.","Business Ethics; Ethics; Executive Compensation; Managerial Hedging",
"Martin K.E.","Diminished or Just Different? A Factorial Vignette Study of Privacy as a Social Contract",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84871311194&partnerID=40&md5=e753144672611f97e978e260fbaaf434","A growing body of theory has focused on privacy as being contextually defined, where individuals have highly particularized judgments about the appropriateness of what, why, how, and to whom information flows within a specific context. Such a social contract understanding of privacy could produce more practical guidance for organizations and managers who have employees, users, and future customers all with possibly different conceptions of privacy across contexts. However, this theoretical suggestion, while intuitively appealing, has not been empirically examined. This study validates a social contract approach to privacy by examining whether and how privacy norms vary across communities and contractors. The findings from this theoretical examination support the use of contractual business ethics to understand privacy in research and in practice. As predicted, insiders to a community had significantly different understandings of privacy norms as compared to outsiders. In addition, all respondents held different privacy norms across hypothetical contexts, thereby suggesting privacy norms are contextually understood within a particular community of individuals. The findings support two conclusions. First, individuals hold different privacy norms without necessarily having diminished expectations of privacy. Individuals differed on the factors they considered important in calculating privacy expectations, yet all groups had robust privacy expectations across contexts. Second, outsiders have difficulty in understanding the privacy norms of a particular community. For managers and scholars, this renders privacy expectations more difficult to identify at a distance or in deductive research. The findings speak directly to the needs of organizations to manage a diverse set of privacy issues across stakeholder groups. © 2012 Springer Science+Business Media B.V.","Contractual business ethics; Factorial vignette methodology; Privacy; Social contract theory; Survey",
"Li N., Murphy W.H.","A Three-Country Study of Unethical Sales Behaviors",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84870346677&partnerID=40&md5=62abe7f66c274b8702f69781040db341","A major challenge in global sales research is helping managers understand sales ethics across countries. Addressing this challenge, our research investigates whether a few demographic variables and psychographic variables reduce unethical sales behaviors (USBs) in Canada, Mexico, and the USA. Further, using literatures associated with business ethics, national culture, and customer orientation advocacy, we hypothesize why sales managers should expect similarities and differences in USBs between countries. We tested hypotheses using a sales contest scenario and six USBs, examining survey responses from 948 business-to-business salespeople of a multinational company's sales force in Canada, Mexico, and the USA. The results reveal that several psychographic variables (such as commitment, relationship to sales manager, and achievement need) affect salespeople's tendency to engage in USBs differently in each country. In addition, business ethics, individualism, and customer orientation advocacy associated with each country can be used to anticipate similarities and differences in USBs between countries. This research offers important theoretical contributions and implications for more effectively managing sales forces and reducing USBs across countries. © 2012 Springer Science+Business Media B.V.","Achievement need; Commitment; Compensation; Customer orientation; Leadership; National culture; Sales ethics; Sales management; Salespeople; Unethical sales behavior",
"Chen Z., Lurie N.H.","Low batteries make you greedy: The effect of product states on human behavior",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84883693638&partnerID=40&md5=c26019219e5d81d0b803874a9982694e","Humans depend on resources to survive and reproduce. Historically, those who successfully competed for resources thrived while those who failed languished. Although most residents of developed economies no longer struggle for basic resources, such as food and shelter, they are increasingly reliant on technological products such as cell phones and laptop computers for work and maintaining social relationships. An important characteristic of these products is that they take on different transitory states as they are used. For example, a cell phone will be in a full state after charging overnight but will lose its charge after usage. © 2012.",,
"Ageron B., Gunasekaran A., Spalanzani A.","Sustainable supply management: An empirical study",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84865696642&partnerID=40&md5=a39ad0e28d37367529fb76f6eec79a4a","Sustainable business development has received much attention over the past decade owing to the significant attention given by governments and both profit and not-for-profit organizations to environmental, social and corporate responsibility. The emergence of a changing economic order has also made companies around the world seriously think about manufacturing and service sustainability. Global markets and operations have prompted companies to revisit their corporate, business and functional strategies in addition to focusing on outsourcing, virtual enterprise and supply chain management. Sustainability research on supply management has received limited attention. Nevertheless, considering the physically disbursed enterprise environment, supply management is critical for organizational competitiveness. Realizing the importance of sustainability in supply management, an attempt has been made to develop a theoretical framework and then to study the framework by means of an empirical study using perceptions and practices of selected French companies. Finally, a summary of findings and conclusions are reported. © 2011 Elsevier B.V. All rights reserved.","Empirical research; Findings; Framework; Supply management; Sustainability","Corporate responsibility; Economic order; Empirical research; Empirical studies; Enterprise environment; Findings; Framework; French companies; Functional strategies; Global market; Not-for-profit organization; Supply management; Sustainable business; Theoretical framework; Virtual enterprise; Competition; International trade; Profitability; Supply chain management; Virtual corporation; Sustainable development"
"Gallear D., Ghobadian A., Chen W.","Corporate responsibility, supply chain partnership and performance: An empirical examination",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84865700276&partnerID=40&md5=6827cfeedec0de6f40ce17eccfe0268d","Unlike corporate and business levels, there is little research examining corporate responsibility (CR) at the functional level of the firm including supply chain strategy. The results of a firm-level survey show that CR internal awareness, and monitoring CR performance are positively related to the supply chain partnership approach, however sharing CR best practices is negatively associated. Furthermore, the impact of CR on firm performance is mediated by the functional behaviour of supply chain partnership formation. Our study provides support for including CR awareness building and monitoring in the development of partnerships but cautions against imposing CR best practices on suppliers. © 2012 Elsevier B.V. All rights reserved.","Corporate responsibility; Monitoring best practices; Partnerships; Performance; Supply chain","Corporate responsibility; Empirical examination; Firm Performance; Functional levels; Partnerships; Performance; Supply chain strategy; Management; Supply chains; Mergers and acquisitions"
"Schoenherr T.","The role of environmental management in sustainable business development: A multi-country investigation",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84865700107&partnerID=40&md5=c89fb67d5b563317b96b27bbd26e08bc","This paper investigates the influence of sustainable business development on manufacturing plant operations. Among the three pillars of sustainability consisting of environmental, social and economic longevity and foresight of a firm, we focus on the environmental component. Specifically, basing our arguments on the resource-based view of the firm, we hypothesize the impact of environmental management on plant performance. Environmental initiatives considered include ISO 14000 certification, pollution prevention, recycling of materials, and waste reduction; plant performance is assessed with the dimensions of the four competitive capabilities of quality, delivery, flexibility, and cost. Further, building on the theory of performance frontiers, we investigate these relationships across plants located in different economic regions of the world (plants are classified into emerging, developing and industrialized regions). We suggest that recent emphasis on these environmental initiatives has been greatest among plants located in emerging economies, compared to their counterparts in industrialized and developing nations. In addition, we contend that the influence of these initiatives is greatest for plants located in emerging and developing economies when compared to plants in industrialized nations. These notions are tested with data collected from 1211 plants located in these three economic regions. Overall, this study contributes to the investigation of strategies for sustainable business development, highlighting important implications for both theory and practice. © 2011 Elsevier B.V. All rights reserved.","Environmental management; Plant performance; Resource-based view of the firm; Survey; Sustainable business development; Theory of performance frontiers","Competitive capabilities; Developing economies; Economic regions; Emerging economies; Environmental initiatives; Industrialized nations; ISO 14000; Manufacturing plant; Plant performance; Pollution prevention; Quality , Delivery; Recycling of materials; Resource-based view of the firm; Sustainable business; Theory and practice; Theory of performance frontiers; Waste reduction; Environmental management; Industry; Surveys; Sustainable development"
"Cennamo C., Berrone P., Cruz C., Gomez-Mejia L.R.","Socioemotional Wealth and Proactive Stakeholder Engagement: Why Family-Controlled Firms Care More About Their Stakeholders",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84876185219&partnerID=40&md5=4f78c93afdf806058cb840617a411282","While family business research has prominently recognized that family firms are motivated by nonfinancial factors, the literature has remained relatively silent about whether or not these firms are more likely than others to engage actively with their stakeholders, who often have nonpecuniary demands. This paper argues that family firms are more prone to adopt proactive stakeholder engagement (PSE) activities because by doing so they preserve and enhance their socioemotional wealth (SEW). We explore the impact of the different dimensions of SEW on PSE and identify distinctive logics that explain the adoption of such practices. Finally, we offer a set of topics for future studies. © 2012 Baylor University.",,
"Kogg B., Mont O.","Environmental and social responsibility in supply chains: The practise of choice and inter-organisational management",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84868374549&partnerID=40&md5=aabf87abf8a2b46765fcdd3262e3afea","The general concern for the state of the environment sets requirements on strategies developed by companies to curb environmental and social impacts of their activities. One of the most notable changes in the way companies work with sustainability issues is the shift of the focus from own operations to improving the performance of supply chains. This paper aims to analyse the practise of corporate responsibility in the supply chain through the lens of two distinct but related fields of research: Global Value Chain analysis and Supply Chain Management. Using data from two empirical studies that were designed to study the practise of Swedish buyers in addressing social and environmental issues in their respective supply chains, we demonstrate that both fields offer vital insights about how companies can and do exercise environmental and social responsibility in their respective supply chains. We suggest that one can better integrate these two perspectives on governance in the supply chain by acknowledging that responsibility in the supply chain can both be exercised through choice and through inter-organisational management. We discuss role of certification schemes in this context and provide recommendations for future research. © 2011 Elsevier B.V.","Corporate responsibility; Environmental management; Global value chain analysis; Supply chain management","certification; corporate strategy; data set; environmental issue; environmental management; governance approach; industrial ecology; organizational framework; social impact; sustainability"
"Miao Z., Cai S., Xu D.","Exploring the antecedents of logistics social responsibility: A focus on Chinese firms",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84865690937&partnerID=40&md5=8386b0b155239c52a1850c7129564181","With globalization, especially after Chinas entry into the WTO, an increasing number of Chinese firms have experienced social responsibility barriers such that they lose international orders due to failure in meeting the requirements of environment, human rights or safety standard. This study attempts to shed some light on the mechanism underlying logistics social responsibility (LSR) in China. In particular, based on the five-dimensional structure of LSR framework, we propose that clan culture, business ethics, pressures from customers, suppliers, competitors and law/regulations are important antecedents of five dimensions of LSR. A mail survey was conducted in China and a total of 162 firm-level questionnaires were returned. Structural equation modeling was employed to test our theory. The results support our hypotheses that clan culture and business ethics of a firm have significant impacts on all the five dimensions of LSR. However, pressures from customers, suppliers, competitors and law/regulations only have effects on some dimensions of LSR. The contributions and implications of these findings are discussed further. © 2011 Elsevier B.V. All rights reserved.","Business ethics; Green supply chain; Logistics social responsibility; Organizational culture","Business ethics; Chinese firms; Green supply chain; Human rights; Mail surveys; Organizational cultures; Safety standard; Significant impacts; Social responsibilities; Structural equation modeling; International trade; Philosophical aspects; Surveys; Industry"
"Gunasekaran A., Spalanzani A.","Sustainability of manufacturing and services: Investigations for research and applications",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84862599195&partnerID=40&md5=dac20e28fe0561b9fd10e501c9132b51","Sustainable business development (SBD) in manufacturing and services (M&S) has become a crucial issue in recent years owing to the impact of global warming, terrorism, earthquakes, hurricanes, and carbon footprint awareness, to site but a few causes. Various stakeholders, i.e. members of the human race, have realized that the future of the earth, and therefore that of future generations, is at stake. It is not enough to be successful in business, it is becoming imperative to safeguard the environment, safety and welfare of those alive today and prepare for those yet to come. There has been much discussion across numerous forums and media platforms including academic and industrial reports indicating the importance of SBD. However, few reports provide a complete overview of SBD in M&S, or the strategies and techniques available in the literature that would be helpful for SBD. An attempt has been made in this paper to provide an overview of the available SBD literature by classifying and then critically reviewing the material to develop a framework for SBD and suggest future research directions. This also includes tools, techniques and some performance measures and metrics for SBD. A summary of findings and conclusions are reported at the end of the work. © 2011 Elsevier B.V. All rights reserved.","Framework; Future research directions; Manufacturing; Review of literature; Services; Sustainable business development","Framework; Future generations; Future research directions; Human races; Media platforms; Performance measure; Research and application; Services; Sustainable business; Carbon footprint; Global warming; Manufacture; Sustainable development; Industrial research"
"Kellermanns F.W., Eddleston K.A., Zellweger T.M.","Extending the Socioemotional Wealth Perspective: A Look at the Dark Side",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84876165743&partnerID=40&md5=b7a07bd3040ee35ecc9ca41cd859499b","We extend the socioemotional wealth (SEW) perspective by arguing that SEW can be negatively associated with proactive stakeholder engagement (PSE). We further suggest that the SEW dimensions can be associated with positive or negative valence. Lastly, we propose that negatively valenced SEW dimensions lead to family-centric behavior, which negatively affects PSE. This multifaceted conceptualization of SEW allows us to explain how family firms can partake in harmful stakeholder behaviors despite having seemingly strong SEW. Our paper suggests that SEW can be either an affective endowment or burden for family firms and their constituents. © 2012 Baylor University.",,
"Chua J.H., Chrisman J.J., Steier L.P., Rau S.B.","Sources of Heterogeneity in Family Firms: An Introduction",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84876195384&partnerID=40&md5=a32253c0729a0013f15ddf1337bc97c4","Family business researchers have devoted substantial attention to comparing family firms with nonfamily firms. Many of these comparisons rely on dichotomous variables, which implicitly treat family firms as homogeneous entities. However, recent studies have started to use moderators and mediators as well as continuous measures of family involvement in recognition of the heterogeneity of family firms. The articles and commentaries in this special issue contribute to a better understanding of that heterogeneity by examining how vision and goals, as well as the discretion engendered by family control, influence the innovation, internationalization, succession, professionalization, and proactive stakeholder engagement of family enterprises. © 2012 Baylor University.",,
"Chen L.H., Chen M.-Y., Ye Y.-C., Tung I.-W., Cheng C.-F., Tung S.","Perceived service quality and life satisfaction: The mediating role of the actor's satisfaction-with-event",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84867921269&partnerID=40&md5=55b5fb781dd7aa3704cf360fd57e5251","The aim of this study was to integrate the hierarchical model of the perceived service quality (PSQ) theory with the bottom-up theory of satisfaction. It was hypothesised that satisfaction with sporting events would mediate the relationship between PSQ and life satisfaction. Study 1 was conducted to translate the Perceived Service Quality questionnaire (PSQQ) (Brady & Cronin, 2011) into Chinese and to validate it for sporting events. Study 2 was conducted to examine the main hypothesis. The results indicated that satisfaction-withevent partially mediated the relationship between PSQ and life satisfaction. The results are discussed in terms of both the examined theories. © 2012 International Marketing Reports.","Corporate responsibility; Positive psychology; Service quality",
"Tan J., Tan A.E.","Business Under Threat, Technology Under Attack, Ethics Under Fire: The Experience of Google in China",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84867704601&partnerID=40&md5=69d50a03ad88807e273966c175884c31","Although not frequently regarded as controversial, digital communications industries continue to be sites of CSR conflicts, particularly internationally. Investigating CSR issues in the digital communications industry is pertinent because in addition to being one of the fastest growing industries, it has created a host of new CSR issues that require further attention. This case study examines an incident in early 2010, when Google Inc. China and the Chinese government reached an impasse that produced a large-scale, transnational conflict that reached a head ostensibly over state-mandated censorship, ultimately prompting Google to withdraw from the mainland Chinese market and redirect its activities to Hong Kong. We track Google's experience in China, both to explore its strategies and to consider the implications for corporate social responsibility. We situate Google's drastic decision to withdraw entirely from mainland China in the complex multiplicity of ethical, cultural, and political conflicts that affect this particular case. On a broader level, the incident raises the question of how multinational corporations (MNCs) can achieve corporate growth while negotiating the highly sensitive sociopolitical and institutional environments of foreign nations. © 2012 Springer Science+Business Media Dordrecht.","Business ethic; China; Copyright; Corporate social responsibility; Google; Internet search engine; Privacy",
"Lu R.X.A., Lee P.K.C., Cheng T.C.E.","Socially responsible supplier development: Construct development and measurement validation",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84865698084&partnerID=40&md5=4efe099f1528c5c920d0170098ed43e1","Chinese manufacturing has recently been plagued by a raft of product safety problems such as melamine-tainted milk, lead-tainted toys, toxic toothpaste, defective tyres, and fake medicines. A probable cause of these incidents is a lack of business ethics in the suppliers concerned. In the literature much has been suggested on the use of corporate social responsibility (CSR) to improve firms' ethical behaviors and on the use of supplier development (SD) to improve suppliers' capabilities. This research integrates the literature on CSR and SD to develop a new approach, called socially responsible supplier development (SRSD), to address suppliers' ethical problems. SRSD suggests leveraging a buying firms concerted supplier development efforts to improve its important suppliers' capabilities in CSR implementation. We develop and validate scales for measuring SRSD practices. In addition, we provide empirical evidence on the validity of existing CSR scales for Chinese manufacturing firms. Our results are based on analysis of the data of 160 pairs of buyer-supplier relationships in four manufacturing industries in China. The results indicate that all the scale items possess adequate reliability and validity to reflect SRSD and CSR. We also discuss the implications of our findings for research and practice. © 2012 Elsevier B.V. All rights reserved.","Corporate social responsibility; Scale development and validation; Supplier development; Survey","Business ethics; Buyer-supplier relationships; Corporate social responsibilities (CSR); Empirical evidence; Ethical behavior; Ethical problems; Manufacturing firms; Manufacturing industries; Product safety; Reliability and validity; Scale development; Supplier development; Industry; Philosophical aspects; Surveys; Toy manufacture; Economic and social effects"
"Vermeulen W.J.V., Kok M.T.J.","Government interventions in sustainable supply chain governance: Experience in Dutch front-running cases",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84868353886&partnerID=40&md5=29a2100ac82068ebcc76c5ddb0068340","Numerous multi-actor governance systems have recently emerged, ensuring sustainability of international traded products. Business and civil society actors play a dominant role in initiating and governing 'sustainable supply chain governance systems' (SSCG systems). Within specific product markets we see the emergence of various competing SSCG systems.This has led to debates on effectiveness, transparency and legitimacy of these forms of self-governance in the market. These developments also call for a debate on appropriate roles for (national) governments.Most of the academic literature in this field focuses on methodologies for supply chain governance and their impacts, but hardly addresses the roles taken on by governments and effectiveness of possible government interventions. This article combines analysis of market dynamics in the timber and coffee product chains with policy analysis, integrating approaches from the research fields of sustainable business and policy analysis.The article shows how competition between various sustainable supply chain governance systems in The Netherlands has resulted in recent market breakthroughs, while initially government interventions were very limited and diverse.The article suggests an approach for more systematic analysis of these dynamics and the roles of various actors, by identifying both the 'public policy cycle' and the 'private policy cycle'. © 2012 Elsevier B.V.","Certification; Global trade; Government; Integrated product policy; Supply chain; Sustainable products","academic research; certification; environmental economics; global trade; governance approach; integrated approach; market conditions; policy analysis; product development; self government; sustainability; Netherlands"
"Wilcox T.","Human Resource Management in a Compartmentalized World: Whither Moral Agency?",2012,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84869489594&partnerID=40&md5=b4c5ee67e34013afeb53a1c45df28dea","This article examines the potential for moral agency in human resource management practice. It draws on an ethnographic study of human resource managers in a global organization to provide a theorized account of situated moral agency. This account suggests that within contemporary organizations, institutional structures-particularly the structures of Anglo-American market capitalism-threaten and constrain the capacity of HR managers to exercise moral agency and hence engage in ethical behaviour. The contextualized explanation of HR management action directly addresses the question of whether HRM is inherently unethical. The discussion draws on MacIntyre's (Philosophy 74:311-329, 1999, After Virtue: A Study in Moral Theory, Duckworth, 2000) conceptualization of moral agency within contemporary social structures. In practice, HR managers embody roles that may not be wholly compartmentalized. Alternative institutional structures can provide HR managers with a vocabulary of motives for people-centred HRM and widen the scope for the exercising of moral agency, when enacted within reflective relational spaces that provide milieus for critical questioning of logics and values. This article aims to contribute to and extend debate on whether HRM can ever be ethical, and provide a means of reconnecting business ethics with longstanding concerns in critical management studies. © 2012 Springer Science+Business Media B.V.","Human resource management; Institutional theory; Moral agency; Relational sociology; Relational spaces",
