"Giudicati G., Riccaboni M., Romiti A.","Experience, socialization and customer retention: Lessons from the dance floor",2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886747185&partnerID=40&md5=d40117db1726e68a0544b28e1e691f3f,"Experience and socialization are key factors in customer commitment and defection decisions. To study the effect of experience and social relationships on customer retention, we analyze a reality-mined co-presence network of health club members over a period of 4 years. Since central customers in the network have more social ties they will lose if they defect, we use centrality as a proxy for customer relationship switching costs. We find that long-standing customers do have a lower chance of renewing their contracts. However, in line with theoretical predictions (Burnham et al., Journal of the Academy of Marketing Science 31(2):109-126, 2003), the consumer's centrality in the network (reflecting a social cost of defection) reduces customer churn rate. This study's results indicate that the inclusion of social effects increases the predictive power of the customer churn model (Nitzan and Libai, Journal of Marketing 75(6):24-38, 2011), thus contributing to our understanding of the role social networks play in customer decisions. © 2013 Springer Science+Business Media New York.",Co-experience network; Co-presence data; Customer retention; Relational switching cost; Social networks,
Yuxin H.,The role of religious force in the Wukan Incident,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84893281356&partnerID=40&md5=1cc6bb9bc55bdae92c4b014658af8bb2,"Abstract The Wukan Incident attracted extensive attention both in China and around the world, and has been interpreted from many different perspectives. In both the media and academia, the focus has very much been on the temporal level of the Incident. The political and legal dimensions, as well as the implications of the Incident in terms of human rights have all been pored over. However, what all of these discussions have overlooked is the role played by religious force during the Incident. The village of Wukan has a history of over four hundred years, and is deeply influenced by the religious beliefs of its people. Within both the system of religious beliefs and in everyday life in the village, the divine immortal Zhenxiu Xianweng and the religious rite of casting shengbei have a powerful influence. In times of peace, Xianweng and casting shengbei work to bestow good fortune, wealth and longevity on both the village itself, and the individuals who live there. During the Wukan Incident, they had a harmonizing influence, and helped to unify and protect the people. Looking at the specific roles played by religion throughout the Wukan Incident will not only enable us to develop a more meaningful understanding of the cultural nature and the complexity of the Incident itself, it will also enrich our understanding, on a divine level, of innovations in social management. © Koninklijke Brill NV, Leiden, 2013.",Casting shengbei; Innovations in social management; Religious force; Wukan Incident; Zhenxiu Xianweng,
"Yuxin L., Yingzi H.",Village organizations and their role in the wukan Incident,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84893323456&partnerID=40&md5=0b5ffb3b96e86320a8c03b1270217c8a,"Abstract The rationality of the organizing behind the Incident was one of the most notable features at Wukan. If we look back over the process by which the villagers' organizations developed and they began to play a positive role, we find that their orientation changed so that they shifted from engaging in destroying the order to engaging in protecting the order; and shifted from being outside the state system to becoming part of it. They also eventually managed to reconstruct the relationship between government and NGO and achieve accord with government. However, it is not a foregone conclusion that organizations will operate in a rational way. Analysis of their role during the Wukan Incident shows that the involvement of an informal traditional elite; the inclusive nature and the social legitimacy of the organizations; and the attitude adopted by government in its response are all important prerequisites to the positive role of villagers' organizations being brought into play. © Koninklijke Brill NV, Leiden, 2013.",Autonomy of the masses; Ngo; Social management; Wukan,
"Guidice R.M., Mero N.P., Greene J.V.",Perceptions of accountability in family business: Using accountability theory to understand differences between family and nonfamily executives,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84889653710&partnerID=40&md5=c29bfbb81d9c3ebe5a7996df01f6b0f0,"Family business success rests on implementing a governance system that recognizes a complex nexus of social relationships. While scholars have used existing frameworks such as agency theory to explore the effect of financial incentives on agent behavior and performance, they have not integrated perspectives from psychology and sociology in a way that fully addresses the challenges of effective family business governance. Our research advances current knowledge of governance in family business by examining the implications of accountability theory to explore differences in the perceptions of accountability between family and nonfamily executives as a result of family firm monitoring. We examine the elements and linkages that form the basis of accountability in the context of firm characteristics uniquely common to family business and that are influential in the development of perceptions between executives of contrasting family status. Potential contingencies to the family status-accountability relationship is also considered, as are the implications of effective monitoring for family firm performance. © 2013.",Accountability; Family business; Family executives; Nonfamily executives; Responsibility,
"Bainton N.A., Macintyre M.","""My land, my work"": Business development and large-scale mining in Papua New Guinea",2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84886863684&partnerID=40&md5=ecb4e9124914fdbc32a8ee5f2d3d2e6c,"Purpose: This chapter analyzes landowner business development and economic sustainability in the context of large-scale mining in Papua New Guinea with a focus on the Lihir gold mine. It pays particular attention to the social implications of success or failure of business development in mining contexts. Methodology/approach: This chapter is based upon ethnographic research and social impact monitoring studies conducted by the authors in Lihir between 1994 and 2012, as consultants and employees of the Lihir mining operation and as independent researchers. This chapter is also based upon broader research and consulting work undertaken by the authors at other mining locations throughout Papua New Guinea. The research is intended to explore the social changes generated by large-scale mining and related forms of business development, and the factors and strategies which constrain or enable landowners to get what they want from capitalism. Findings: Business development in resource extraction enclaves is structurally different from other nonresource development contexts and produces a more dependent and client-based approach to capitalism. In Lihir, research and ethnographic observations indicate that landowner business development is highly territorialized, which is captured by the landowner catch cry ""My land, my work."" Ultimately, mining has provided significant economic opportunities for the local community, but these economic changes, especially through the distribution of minederived benefits and opportunities for business development, have involved processes that have divided people and entrenched inequalities. Practical implications: In Papua New Guinea, the close relationship between property ownership, landed interests, and capitalist engagement creates steep challenges for sustainable business development in resource enclaves. This research provides a strong foundation for exploring alternative strategies for economic development. Originality/value: Provides detailed insights into the social, economic, and political factors which influence sustainable business development in Papua New Guinean mining enclaves. © 2013 by Emerald Group Publishing Limited.",Business development; Dependency; Lihir; Mining; Papua New Guinea; Sustainable development,
"Attig N., El Ghoul S., Guedhami O., Suh J.",Corporate Social Responsibility and Credit Ratings,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887615665&partnerID=40&md5=f334b57b6e2072b79c9c50c396798a19,"This study provides evidence on the relationship between corporate social responsibility (CSR) and firms' credit ratings. We find that credit rating agencies tend to award relatively high ratings to firms with good social performance. This pattern is robust to controlling for key firm characteristics as well as endogeneity between CSR and credit ratings. We also find that CSR strengths and concerns influence credit ratings and that the individual components of CSR that relate to primary stakeholder management (i.e., community relations, diversity, employee relations, environmental performance, and product characteristics) matter most in explaining firms' creditworthiness. Overall, our results suggest that CSR performance conveys important non-financial information that rating agencies are likely to use in their evaluation of firms' creditworthiness, and that CSR investments-particularly those that extend beyond compliance behavior to reflect what is desired by society-can lead to lower financing costs resulting from higher credit ratings. © 2013 Springer Science+Business Media Dordrecht.",Business ethics; Corporate social responsibility; Credit ratings,
"Floyd L.A., Xu F., Atkins R., Caldwell C.",Ethical Outcomes and Business Ethics: Toward Improving Business Ethics Education,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887608411&partnerID=40&md5=01922048cb2384090e8fb01edff4c505,"Unethical conduct has reached crisis proportions in business (Walker et al., Wall Str J East Edn, 258(37):A1-A10, 2011) and on today's college campuses (Burke et al., CPA J, 77(5):58-65, 2007). Despite the evidence that suggests that more than half of business students admit to dishonest practices (McCabe et al. 2006), only about 5 % of business school deans surveyed believe that dishonesty is a problem at their schools (Brown et al., Coll Stud J A, 44(2):299-308, 2010). In addition, the AACSB which establishes standards for accredited business schools has resisted the urging of deans and business experts to require business schools to teach an ethics class, and fewer than one-third of businesses schools now teach a business ethics course at the graduate or undergraduate levels (Swanson and Fisher, Advancing Business Ethics Education, 2008). In this paper we briefly introduce the status of business ethics education and report the results of a survey of business students, deans of the top business schools, and business ethics subject matter experts about ten ethical outcomes. We then offer five specific recommendations to encourage business ethics faculty and decision makers to improve the teaching of business ethics. © 2013 Springer Science+Business Media Dordrecht.",Business ethics; Ethical outcome; Improving business ethics educations; Status of business ethics education,
"Holland D., Albrecht C.",The Worldwide Academic Field of Business Ethics: Scholars' Perceptions of the Most Important Issues,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887609428&partnerID=40&md5=c2ead2a476fc3f2bf5c564dcf5b62511,"We conducted an international survey of 211 scholars with expertise in business ethics. Each respondent was asked to identify the three most important issues that business ethics academia will face in the coming decade. Using content analytic procedures, responses were categorized and analyzed for commonalities. The results suggest that the most important issues facing business ethics academia in the future will be the following: (1) issues relating to business ethics education such as curriculum, pedagogy, faculty, and accreditation (2) the credibility of the business ethics field, (3) environmental issues, (4) issues relating to business ethics research such as research tools and quality of business ethics research (5) the decline of ethical behavior in society and organizations, (6) corporate social responsibility (CSR), (7) globalization, and (8) the institutionalization of ethics into business. We maintain that these issues have important teaching and research implications for the future sustainability of the business ethics discipline. © 2013 Springer Science+Business Media Dordrecht.",Business ethics academic community; Business ethics discipline; Development of the field; Sustainability,
Buckley M.,A Constructivist Approach to Business Ethics,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887616300&partnerID=40&md5=835cd4a428f83bb1d32f51973c47f839,"A recurrent challenge in applied ethics concerns the development of principles that are both suitably general to cover various cases and sufficiently exact to guide behavior in particular instances. In business ethics, two central approaches-stockholder and stakeholder-often fail by one or the other requirement. The author argues that the failure is precipitated by their reliance upon ""universal"" theory, which views the justification of principles as both independent of their context of application and universally appropriate to all contexts. The author develops a contextual interpretation of ""constructivism"" as an alternative approach, and argues that this alternative meets the above challenge. © 2013 Springer Science+Business Media Dordrecht.",Constructivism; Contextualism; Health impact fund; Manager responsibility; Pharmaceuticals; Universalism,
Kneip V.,Protest Campaigns and Corporations: Cooperative Conflicts?,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888133242&partnerID=40&md5=6058941777ee517bc7a878af1212eefc,"This article analyses and systematises the repertoires of action and reaction within conflicts between corporations and adversarial campaigns. Particular attention is paid to the parameters that turn conflicts between corporations and their critics into productive or destructive exchanges. Are protest campaigns able to fulfil a function that goes beyond serving as a seismograph for civil society's concern and discontent? Which are the circumstances that enable conflicts between protest campaigns and corporations to unfold their potential for correcting social deficiencies? The analysis starts by outlining several typologies of confrontational and cooperative repertoires of action. Based on this starting point, a comprehensive analysis of more than 100 campaigns is presented, which systematises the dynamics of conflict between protest campaigns and corporations. An exemplary comparison of two particular conflicts completes the article in order to elaborate on the interplay between confrontation and cooperation. © 2012 Springer Science+Business Media Dordrecht.",Corporate responsibility; Corporate social responsiveness; Non-governmental organisations; Organisational change; Social activism,
"Filbeck G., Gorman R., Zhao X.",Are the best of the best better than the rest? The effect of multiple rankings on company value,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885911800&partnerID=40&md5=437c766b96dabe3862b4b13c337f3790,"In this paper, we explore the cumulative and interactive effects from being listed on one or more of four popular annual surveys (Fortune's ""Most Admired Companies"" and ""100 Best Companies to Work For,"" Business Ethics ""Best Corporate Citizens,"" and Working Mother's ""100 Best Companies for Working Mothers."") We find portfolios constructed of firms selected across these surveys add value to a portfolio, initially and over longer-holding periods, but the overall results are driven by the performance of those firms selected from the Most Admired Companies and Best Corporate Citizens rankings. We also discover that being listed in two or three different surveys on a yearly basis produces incremental value. © 2012 Springer Science+Business Media New York.",Event study; Investment strategy; Shareholders wealth,
"Van Buren III H.J., Greenwood M.",The Genesis of Employment Ethics,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84887618298&partnerID=40&md5=372a72162a2c899f032fa7f3c378f602,"Given the growing interest in religion and spirituality in the community and workplace, we consider what light one of the oldest sources of human ethics, the Torah, can throw on the vexing issues of contemporary employment ethics and social sustainability. We specifically consider the Torah because it is the primary document of Judaism, the source of all the basic Biblical commandments, and a framework of ethics. A distinctive feature of Jewish ethics is its interpretive approach to moral philosophy: that is, immersion and sense making in a dense, lived-in, complicated moral world, which is particularly useful with regard to ethical analyses of the workplace. Rather than discover or create a new ethic for the employer-employee relationship, we seek to harness general principles and norms from the Torah to contemporary business conditions. In the spirit of sustainability, rather than plunder the new, we recreate from existing resources. Interpretations from the Torah provide a rich source of moral and practical guidance for contemporary business ethics while also responding to academic and popular interest in spirituality and business. These tenets, however, have not to date been specifically directed at current predicaments in employment. We redress this by deriving principles from the Torah and applying them to ethical issues in contemporary employment practices. Practical guidance for both research in and practice of employment ethics is also provided. © 2013 Springer Science+Business Media Dordrecht.",Employees; Employment ethics; Ethical principles; Social sustainability; Torah; Workplace practices,
Nwaoga C.T.,Socio - religious implications of child adoption in igboland South Eastern Nigeria,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84892708757&partnerID=40&md5=4b1d174f28eab9fe6ae9d68ea4a27696,"Child adoption is a challenging social process in Nigeria generally and more so in Igboland where the ""bastards"" syndrome is rife. The challenges range from individual, family and community socio-cultural behaviours towards inheritance to the complex ethno-religious behaviours. The study is a qualitative and explorative study to evaluate the concept of adoption, types of child adoption, reasons for child adoption, child adoption in Igboland and the socio religious implication of child adoption in Igboland. The Igbos' have their own peculiar forms of customary behaviours, particular systems of social relationships and distinctive culture. The study is intended to evaluate how the socio-cultural and environmental (ethno-religious) factors affect the child adoptive process in Igboland The consequences of such effects on the adopted child's behaviour and perception of family and the society towards the adopted children. The research shows that the major reasons behind Igbos adoption are infertility and untimely death. It is discovered that adopted children are not fully accepted in Igbo society because of traditions, cultural norms and values. The paper encourages creation of awareness, enlightment of the masses and enforcement of laws that protect adopted children in Igboland.",Adoption; Child; Cultural; Implication; Religious,
Simba A.,The role of global R&D networks in generating social capital for born-global bio-tech firms: A multi-case approach,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885067406&partnerID=40&md5=bd0dcb725aab06dea2e8c5c73d1746af,"The traditionally auspicious 'Big Pharma' business model in the pharmaceutical industry is rapidly evolving. Large pharmaceutical companies are re-configuring their business models to achieve operational efficiency. The preferred option appears to be out-sourcing science-related R&D as opposed to conducting the research in-house. This has marked the 'birth' of born-global bio-tech firms which operate as contract research organisations. The firms are owner-managed by entrepreneurial scientists who generate social capital in the form of scientific knowledge and technical know-how by participating in multifarious global R&D networks. In that sense, this empirical study utilises multiple cases of born-global bio-tech firms sampled from the East Midlands in the UK to investigate how various mechanisms in their knowledge supply-chain (global networks), including complex business and social relationships, shape their social capital generating strategies. By doing so, the study contributes to the concept of dynamic capabilities and networking. The study is also invaluable to a number of stakeholders including: large and small firms, other researchers, and policy makers. Copyright © 2013 Inderscience Enterprises Ltd.",Born global; Ecosystems; Global R&D networks; Innovative capabilities; Knowledge; Social capital,
Wang R.-T.,Modeling Corporate Social Performance and Job Pursuit Intention: Mediating Mechanisms of Corporate Reputation and Job Advancement Prospects,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885859685&partnerID=40&md5=27bfb65effb3096dccc7eb3b5f28f8c0,"An important issue for successful recruitment is to increase the pursuit intention of job seekers. This study discusses such issue by proposing a research model based on the signaling theory and the expectancy theory. In the model, this study hypothesizes that the perceived corporate social performance of job seekers positively affects their job pursuit intention and recommendation intention indirectly via the mediation of corporate reputation and job advancement prospects. The proposed hypotheses of this research are empirically tested using the data from people seeking a job. The empirical findings of this study complement previous literature by discussing how corporate social performance benefits business organizations from a perspective of human resources and recruitment. Last, managerial implications for business leaders and managers are provided. © 2012 Springer Science+Business Media Dordrecht.",Corporate reputation; Corporate social performance; Discretionary citizenship; Ethical citizenship; Job advancement prospects,
"Brower J., Mahajan V.",Driven to Be Good: A Stakeholder Theory Perspective on the Drivers of Corporate Social Performance,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885636906&partnerID=40&md5=341eed765c2d34a8cb9d6d19d7a7a227,"Despite growing evidence of the benefits to a firm of improving corporate social performance (CSP), many firms vary significantly in terms of their CSP activities. This research investigates how the characteristics of the stakeholder landscape influence a firm's CSP breadth. Using stakeholder theory, we specifically propose that several factors increase the salience and impact of stakeholders' demands on the firm and that, in response to these factors, a firm's CSP will have greater breadth. A firm's CSP breadth is operationalized as the number of different sub-domains of CSR for which a firm has taken positive actions and is captured using a unique dataset from Kinder, Lydenburg, and Domini (KLD). This data set includes positive and negative firm actions across more than 35 different dimensions of socially responsible behavior. Findings based on a longitudinal, multi-industry sample of 447 US firms during the period from 2000 to 2007 demonstrate that firms which: (1) have greater sensitivity to stakeholder needs as a result of the firm's strategic emphasis on marketing and/or value creation, (2) face greater diversity of stakeholder demands, and (3) encounter a greater degree of scrutiny or risk from stakeholder action have a greater breadth of CSP in response to the stakeholder landscape that they face. © 2012 Springer Science+Business Media Dordrecht.",Corporate social performance (CSP); KLD database; Stakeholder theory,
"Herbst K.C., Hannah S.T., Allan D.","Advertisement Disclaimer Speed and Corporate Social Responsibility: ""Costs"" to Consumer Comprehension and Effects on Brand Trust and Purchase Intention",2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885581703&partnerID=40&md5=9e08ea90637678515f390ad30ebd4e7b,"It is not uncommon for advertisers to present required product disclaimers quickly at the end of advertisements. We show that fast disclaimers greatly reduce consumer comprehension of product risks and benefits, creating implications for social responsibility. In addition, across two studies, we found that disclaimer speed and brand familiarity interact to predict brand trust and purchase intention, and that brand trust mediated the interactive effect of brand familiarity and disclaimer speed on purchase intention. Our results indicate that fast disclaimers actually reduce brand trust and purchase intention for unfamiliar brands, suggesting that there are both economic and social responsibility reasons to use less rapid disclaimers for unfamiliar brands. Conversely, disclaimer speed had no negative effects on brand trust and purchase intention for highly familiar brands, presenting ethical tensions between economic interests (e.g., an efficient use of advertisement time) and social responsibility. We discuss the implications of our framework for advertising ethics, for corporate social performance, and for corporate social responsibility. © 2012 Springer Science+Business Media Dordrecht.",Advertising ethics; Brands; Corporate social performance; Corporate social responsibility; Disclaimer speed; Mediation; Purchase intention; Trust,
"Lam J.S.L., Ng A.K.Y., Fu X.",Stakeholder management for establishing sustainable regional port governance,2013,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885948233&partnerID=40&md5=738cc558c6ea714c4681749eb2937614,"In the era of intense competition and integration of multimodal supply chains, it is increasingly important to implement port governance and planning at port cluster levels. Due to its larger scope than the case of an individual port, regional port governance involves a higher number of stakeholders including policymakers at various levels, market players and community groups. Accordingly, stakeholder management becomes more complicated. The Pearl River Delta (PRD) in South China is a major port region with Hong Kong and Shenzhen being its largest ports. In view of Hong Kong's gradual integration within China's national and regional planning, there is an increasing need for cooperation among the ports in the PRD region, in order to achieve mutually beneficial outcomes. This study aims to analyze the major conflicts and mutual benefits encountered by Hong Kong and Shenzhen ports and thereby formulate strategies for stakeholder management from the governmental perspective in establishing sustainable regional port governance. To establish a mega maritime and port cluster, we recommend forming an official inter-city governmental office to be in charge of port cooperation at the regional level so as to provide soft leadership for this purpose. © 2013 Elsevier Ltd.",Pearl River Delta; Port cluster; Regional port governance; Stakeholder management,
